timestamp,Relative timestamp(mS),CPU0-Frequency(MHz),CPU0-DTS(Degree C),Power-EWMA Power(Watts),Power-IA Power(Watts),Power-GT Power(Watts),Power-Rest of Package Power(Watts),Power-Package Power(Watts),Power-MSR Psys Power(Watts),Power-PECI Psys Power(Watts),Power-SA Power(Watts),Voltage-IA Target voltage(Volts),Voltage-GT Target Voltage(Volts)
172140821,1458345,1446,48,7.491034,3.033627,0.175655,5.698068,7.930721,21.283761,21.30513,3.736416,0.772339,0.0
172141819,1459343,1232,47,7.480465,2.344752,0.195752,4.890951,7.202087,20.219206,20.219206,3.685246,1.264404,0.0
172142816,1460340,798,48,7.514282,3.42691,0.277732,5.440267,8.43527,22.224564,22.224564,3.737211,0.758545,0.0
172143819,1461343,798,49,7.535657,2.941745,0.154017,5.279541,8.115935,22.456713,22.456713,4.000711,0.722046,0.0
172144834,1462358,962,48,7.539827,2.647963,0.196683,5.379232,7.651241,21.331574,21.331574,3.813328,0.723633,0.0
172145816,1463340,1089,48,7.533144,2.495483,0.198914,4.522592,7.36615,20.558445,20.558445,3.695757,0.731567,0.0
172146833,1464357,998,49,7.524503,2.472744,0.172954,5.183629,7.282478,20.185544,20.185544,3.66012,0.726929,0.0
172147817,1465341,1194,49,7.531039,2.725445,0.135106,5.525716,7.676846,21.264,21.264,3.820429,0.871216,0.0
172148834,1466358,1654,51,7.591132,4.113644,0.134403,5.360049,9.248148,23.695411,23.695411,3.973791,0.770264,0.0
172149827,1467351,799,49,7.551424,1.72738,0.094781,4.80957,6.492425,19.379892,19.379892,3.70592,0.722046,0.0
172150820,1468344,1183,46,7.488691,1.189374,0.060224,4.675293,5.75946,17.736644,17.718801,3.554791,0.741577,0.0
172151824,1469348,1397,46,7.427456,1.088648,0.061222,5.558268,5.714151,17.891414,17.90945,3.617547,0.751587,0.0
172152821,1470345,1397,48,7.480109,3.711839,0.128804,4.871368,8.934052,23.537503,23.537503,4.062425,0.754883,0.0
172153823,1471347,1597,49,7.47533,2.574229,0.119771,4.846191,7.357222,20.290975,20.290975,3.683148,0.767578,0.0
172154823,1472347,1640,50,7.491587,2.959308,0.127883,4.858398,7.947495,21.628983,21.628983,3.856678,0.784058,0.0
172155821,1473345,974,47,7.430689,1.07267,0.054033,5.176544,5.761905,18.093018,18.093018,3.669792,0.731934,0.0
172156830,1474354,1467,47,7.434942,2.518477,0.058673,5.265299,7.524727,21.174429,21.174429,3.948981,0.764038,0.0
172157830,1475354,1272,49,7.45956,3.088047,0.137176,5.235944,8.137693,22.036048,22.061973,3.907582,0.751221,0.0
172158833,1476357,1225,51,7.484403,2.734747,0.123557,5.050659,8.175799,23.39345,23.367239,4.266242,0.741455,0.0
172159826,1477350,1291,53,7.541148,3.582727,0.183661,5.05778,9.103999,24.557675,24.557675,4.267836,0.740479,0.0
172200823,1478347,1178,47,7.480406,1.079349,0.062159,5.118815,5.793722,18.182213,18.182213,3.685036,0.741211,0.0
172201851,1479375,1197,47,7.423577,1.241835,0.06955,4.838053,5.864285,17.983739,17.965701,3.598258,0.740967,0.0
172202819,1480343,1198,52,7.448123,3.038864,0.09092,5.769857,7.870342,21.224501,21.245167,3.758531,1.056152,0.0
172203832,1481356,1229,51,7.467753,2.721476,0.106635,5.851237,7.777339,22.15015,22.15015,3.943199,1.145142,0.0
172204828,1482352,1446,47,7.453014,2.20173,0.147328,5.074637,7.060875,20.6053,20.623074,3.725615,0.755981,0.0
172205843,1483367,1397,46,7.392796,1.076506,0.058984,5.183919,5.735564,18.155018,18.13694,3.645809,0.755981,0.0
172206830,1484354,1197,46,7.330695,1.074378,0.056881,4.76888,5.671687,17.776865,17.776865,3.57465,0.746704,0.0
172207831,1485355,1577,46,7.293002,1.439313,0.059718,5.249023,6.235936,19.122494,19.122494,3.761631,0.78894,0.0
172208841,1486365,1365,47,7.31284,3.025547,0.137128,5.086263,7.849617,21.112737,21.112737,3.707092,0.751587,0.0
172209824,1487348,987,47,7.347991,3.307358,0.156203,5.01709,8.30648,22.001482,22.001482,3.827104,0.727051,0.0
172210838,1488362,1276,47,7.358143,2.746897,0.162676,5.118234,7.650265,20.978087,20.978087,3.742765,0.760864,0.921875
172211836,1489360,1197,46,7.302496,1.020203,0.058655,6.213379,5.786133,18.618371,18.649069,3.750926,0.741699,0.0
172212834,1490358,1090,46,7.28001,1.61858,0.053336,5.196126,6.648299,20.58163,20.550439,3.981488,1.180542,0.0
172213845,1491369,1026,46,7.288241,2.727458,0.136041,5.273438,7.505834,20.519065,20.519065,3.653119,1.251709,0.0
172214855,1492379,998,47,7.346053,3.914584,0.134204,4.669189,8.918977,22.84043,22.84043,3.861048,0.726929,0.0
172215839,1493363,1247,46,7.286314,1.072282,0.055459,4.585775,5.678231,17.745353,17.745353,3.584412,0.751709,0.0
172216834,1494358,1038,47,7.272731,2.044898,0.059586,4.601796,6.910655,20.260505,20.260505,3.815876,0.728027,0.0
