timestamp,Relative timestamp(mS),CPU0-Frequency(MHz),CPU0-DTS(Degree C),Power-EWMA Power(Watts),Power-IA Power(Watts),Power-GT Power(Watts),Power-Rest of Package Power(Watts),Power-Package Power(Watts),Power-Effective EWMA PeciMmio(Watts),Power-MSR Psys Power(Watts),Power-SA Power(Watts),Voltage-IA Target voltage(Volts),Voltage-GT Target Voltage(Volts)
121649237,5736860,1564,45,6.379685,1.360966,0.095123,4.569813,6.025902,6.709962,18.148323,3.621956,0.761475,0.0
121650230,5737853,1580,45,6.364966,1.296259,0.096283,4.580279,5.972821,6.683319,18.031003,3.614825,0.733765,0.0
121651237,5738860,1027,46,6.359701,1.504652,0.098136,4.613569,6.216357,6.666776,18.664563,3.688039,0.770508,0.921875
121652247,5739870,1429,45,6.359357,1.514666,0.096735,4.73874,6.350141,6.655388,19.243392,3.812275,0.746948,0.0
121653241,5740864,1098,46,6.397151,2.060934,0.0982,5.247996,7.40713,6.682504,21.914101,4.219532,0.813477,0.0
121654236,5741859,1301,46,6.415131,2.08938,0.099781,4.714444,6.903604,6.690354,19.424776,3.717618,0.730591,0.0
121655243,5742866,1367,46,6.403194,1.349828,0.099865,4.629532,6.079224,6.668637,18.370785,3.672466,0.733643,0.0
121656237,5743860,1345,45,6.390631,1.424901,0.10116,4.527815,6.053875,6.646527,18.130711,3.609067,0.770264,0.921875
121657249,5744872,1997,46,6.394236,1.577756,0.100557,4.813971,6.492284,6.641057,19.59081,3.857201,0.743042,0.0
121658240,5745863,1164,45,6.407575,1.705016,0.096574,4.960625,6.762214,6.645449,20.128743,3.965776,0.752563,0.0
